[('3', '-12')] => [('4', '-12')] : 0.35
[('7', '-10')] => [('9', '-8')] : 0.31
[('6', '-15')] => [('7', '-15')] : 0.38
[('8', '-10')] => [('7', '-11')] : 0.54
[('5', '-14')] => [('4', '-13')] : 0.35
[('5', '-10')] => [('5', '-11')] : 0.78
[('2', '-7')] => [('4', '-9')] : 0.27
[('3', '-8')] => [('4', '-8')] : 0.29
[('6', '-11')] => [('7', '-11')] : 0.33
[('9', '-6')] => [('9', '-5')] : 0.71
[('7', '-13')] => [('8', '-12')] : 0.52
[('2', '-7')] => [('2', '-6')] : 0.68
[('9', '-10')] => [('6', '-14')] : 0.5
[('7', '-13')] => [('5', '-13')] : 0.28
[('9', '-7')] => [('8', '-10')] : 0.63
[('7', '-8')] => [('7', '-7')] : 0.75
[('7', '-11')] => [('3', '-12')] : 0.26
[('5', '-14')] => [('6', '-15')] : 0.29
[('8', '-11')] => [('3', '-10')] : 0.53
[('3', '-11')] => [('2', '-5')] : 0.28
[('5', '-16')] => [('5', '-15')] : 0.56
[('8', '-13')] => [('5', '-17')] : 0.4
[('8', '-8')] => [('8', '-9')] : 0.75
[('6', '-11')] => [('6', '-9')] : 0.33
[('3', '-13')] => [('3', '-12')] : 0.92
[('2', '-9')] => [('3', '-12')] : 0.35
[('2', '-16')] => [('3', '-16')] : 0.56
[('9', '-8')] => [('8', '-9')] : 0.8
[('3', '-14')] => [('3', '-12')] : 0.71
[('7', '-11')] => [('7', '-12')] : 0.68
[('7', '-13')] => [('6', '-15')] : 0.4
[('9', '-11')] => [('7', '-15')] : 0.42
[('6', '-11')] => [('5', '-11')] : 0.57
[('5', '-12')] => [('5', '-11')] : 0.42
[('2', '-8')] => [('2', '-5')] : 0.33
[('3', '-7')] => [('2', '-4')] : 0.53
[('8', '-10')] => [('4', '-12')] : 0.38
[('2', '-9')] => [('2', '-6')] : 0.26
[('2', '-9')] => [('3', '-10')] : 0.57
[('3', '-10')] => [('8', '-10')] : 0.28
[('5', '-11')] => [('8', '-9')] : 0.35
[('7', '-6')] => [('7', '-7')] : 0.63
[('7', '-14')] => [('7', '-13')] : 0.61
[('3', '-13')] => [('3', '-11')] : 0.67
[('3', '-10')] => [('3', '-11')] : 0.76
[('4', '-11')] => [('2', '-9')] : 0.38
[('7', '-10')] => [('7', '-11')] : 0.5
[('4', '-14')] => [('5', '-15')] : 0.54
[('6', '-9')] => [('6', '-11')] : 0.58
[('9', '-9')] => [('3', '-10')] : 0.5
[('7', '-11')] => [('8', '-9')] : 0.26
[('7', '-14')] => [('6', '-14')] : 0.33
[('6', '-14')] => [('7', '-13')] : 0.64
[('2', '-6')] => [('2', '-5')] : 0.67
[('6', '-7')] => [('5', '-8')] : 0.63
[('5', '-13')] => [('6', '-13')] : 0.43
